Courier_id,Addr,Arrival_time,Departure,Amount,Order_id
D0262,B4975,97,115,-19,F8384
D0262,B7618,119,132,-8,F8406
D0263,A078,0,0,0,
D0263,B3805,3,19,-12,F5784
D0263,B6374,21,39,-19,F5794
D0263,B1993,102,135,-89,F7621
D0263,B8937,141,155,-9,F7676
D0263,B6487,162,177,-11,F7657
D0264,A090,0,0,0,
D0264,B2108,13,30,-16,F1912
D0264,B3200,32,55,-35,F1923
D0264,B1525,62,93,-75,F7005
D0264,B3928,159,175,-14,F3394
D0265,A123,0,0,0,
D0265,B4493,7,34,-58,F9124
D0265,B4302,51,65,-8,F9122
D0265,B1407,73,93,-23,F0221
D0265,B5280,100,118,-18,F0265
D0265,B8227,134,153,-24,F1882
D0265,B6885,158,172,-8,F1862
D0266,A040,0,0,0,
D0266,B8862,3,26,-38,F3743
D0266,B1899,28,41,-7,F3711
D0266,B4356,45,76,-77,F6970
D0266,B0720,157,174,-17,F4330
D0267,A010,0,0,0,
D0267,B0492,3,38,-94,F0616
D0267,B4952,48,69,-28,F6285
D0267,B5366,83,101,-18,F5093
D0268,A010,0,0,0,
D0268,B5166,4,30,-48,F0630
D0268,B7729,35,66,-74,F0068
D0268,B3269,218,236,-18,F8608
D0269,A068,0,0,0,
D0269,B8185,18,34,-12,F4220
D0269,B5629,42,56,-8,F0987
D0269,B8439,63,80,-16,F4222
D0269,B7449,86,106,-25,F4216
D0269,B6143,113,144,-75,F5549
D0269,B7509,233,244,-4,F2843
D0270,A117,0,0,0,
D0270,B8941,10,23,-8,F8827
D0270,B6761,45,58,-6,F8798
D0270,B0562,63,83,-22,F8717
D0270,B2030,91,107,-13,F8738
D0270,B7327,112,123,-3,F8979
D0270,B2169,127,148,-31,F8934
D0270,B6026,154,166,-6,F8965
D0270,B1138,177,197,-25,F8926
D0270,B4403,201,212,-4,F8773
D0270,B6860,214,232,-19,F8801
D0270,B6779,239,249,-3,F8799
D0271,A098,0,0,0,
D0271,B8726,2,27,-43,F7324
D0271,B0291,30,61,-77,F7279
D0271,B4525,64,82,-19,F8543
D0272,A036,0,0,0,
D0272,B6724,8,36,-57,F3319
D0272,B1749,43,72,-63,F3285
D0272,B8787,191,209,-20,F2864
D0273,A103,0,0,0,
D0273,B6763,6,14,-1,F7741
D0273,B1562,17,32,-10,F7695
D0273,B3629,36,58,-32,F7717
D0273,B7853,65,88,-35,F8268
D0273,B3866,92,112,-25,F7722
D0273,B1666,119,142,-36,F1699
D0274,A046,0,0,0,
D0274,B7990,5,32,-53,F4087
D0274,B3796,34,64,-71,F4055
D0274,B0165,122,139,-16,F3121
D0275,A005,0,0,0,
D0275,B8338,9,31,-31,F6847
D0275,B2183,36,60,-42,F0170
D0275,B6002,61,82,-28,F0191
D0275,B1825,101,124,-34,F7618
D0275,B5024,201,212,-5,F8066
D0276,A052,0,0,0,
D0276,B4002,2,17,-11,F4287
D0276,B8160,20,51,-74,F4316
D0276,B3824,54,80,-49,F6508
D0276,B4878,190,202,-6,F6091
D0277,A122,0,0,0,
D0277,B8222,4,29,-45,F9081
D0277,B1134,31,65,-93,F9058
D0278,A054,0,0,0,
D0278,B6481,2,27,-47,F4455
D0278,B5671,29,59,-67,F4444
D0278,B0967,181,201,-26,F8725
D0279,A076,0,0,0,
D0279,B7206,4,29,-43,F6034
D0279,B5426,35,56,-29,F6020
D0279,B1047,65,94,-67,F0941
D0280,A059,0,0,0,
D0280,B7152,2,28,-51,F4733
D0280,B7400,32,54,-32,F4735
D0280,B1980,57,81,-41,F4703
D0280,B5613,194,211,-15,F8072
D0281,A007,0,0,0,
D0281,B3823,10,30,-24,F0349
D0281,B1658,38,66,-58,F5822
D0281,B5219,70,87,-15,F5856
D0281,B6778,89,109,-26,F5870
D0281,B8353,113,130,-17,F5885
D0282,A076,0,0,0,
D0282,B1456,1,22,-27,F5994
D0282,B2639,36,65,-61,F7219
D0282,B7270,81,106,-44,F7260
D0282,B8426,115,125,-3,F7564
D0282,B6159,211,223,-5,F7921
D0283,A077,0,0,0,
D0283,B5636,3,23,-24,F6107
D0283,B5432,31,43,-5,F6103
D0283,B9003,48,64,-13,F6140
D0283,B0765,65,79,-9,F6053
D0283,B5159,82,95,-6,F5969
D0283,B3692,181,206,-47,F8618
D0283,B8246,270,293,-34,F6895
D0284,A114,0,0,0,
D0284,B5346,9,34,-45,F8493
D0284,B1770,37,62,-44,F8468
D0284,B3898,66,91,-45,F4657
D0284,B6218,164,177,-6,F1472
D0285,A114,0,0,0,
D0285,B1744,4,33,-64,F8467
D0285,B8783,36,62,-51,F8524
D0285,B5034,65,83,-19,F3679
D0285,B7013,244,256,-6,F4952
D0286,A110,0,0,0,
D0286,B0087,12,43,-70,F2428
D0286,B8218,46,65,-21,F2499
D0286,B6035,79,99,-26,F8249
D0286,B2817,102,119,-17,F8220
D0286,B3706,171,184,-6,F5433
D0287,A122,0,0,0,
D0287,B3623,3,30,-54,F9066
D0287,B2355,47,75,-57,F7774
D0287,B3759,104,125,-29,F5170
D0288,A069,0,0,0,
D0288,B1785,5,32,-56,F5586
D0288,B0249,39,71,-76,F5576
D0288,B1603,119,133,-8,F0861
D0289,A043,0,0,0,
D0289,B1752,5,37,-80,F3883
D0289,B6914,43,67,-41,F3914
D0289,B7829,175,193,-18,F5361
D0290,A010,0,0,0,
D0290,B8120,3,27,-40,F0644
D0290,B2235,28,50,-35,F0625
D0290,B7583,54,81,-57,F0642
D0290,B1586,217,231,-8,F8730
D0291,A026,0,0,0,
D0291,B0512,14,37,-36,F2150
D0291,B2756,41,69,-62,F2172
D0291,B1312,82,101,-23,F0419
D0291,B0457,105,121,-13,F0408
D0291,B7465,199,212,-6,F6669
D0292,A064,0,0,0,
D0292,B1563,6,29,-39,F0138
D0292,B6610,32,44,-6,F0155
D0292,B5001,47,80,-85,F0148
D0292,B6806,218,232,-10,F1650
D0293,A113,0,0,0,
D0293,B7352,3,23,-24,F8444
D0293,B3532,25,43,-19,F8435
D0293,B5090,63,83,-26,F7731
D0293,B2976,132,162,-70,F6500
D0294,A073,0,0,0,
D0294,B6125,1,35,-92,F5905
D0294,B2325,78,102,-39,F4555
D0294,B1309,223,237,-9,F3508
D0295,A060,0,0,0,
D0295,B7837,5,26,-28,F4820
D0295,B6246,47,62,-11,F0581
D0295,B1213,65,97,-81,F0529
D0295,B5898,109,124,-13,F0577
D0295,B7887,145,158,-7,F0605
D0296,A017,0,0,0,
D0296,B5015,7,29,-32,F1078
D0296,B3510,53,69,-12,F3181
D0296,B4730,84,109,-45,F1072
D0296,B8422,120,137,-17,F7165
D0296,B4473,143,162,-22,F7115
D0296,B1952,240,255,-11,F8035
D0297,A005,0,0,0,
D0297,B4370,4,31,-52,F0182
D0297,B6672,35,65,-69,F0192
D0297,B7993,68,85,-18,F7669
D0298,A119,0,0,0,
D0298,B6153,6,20,-9,F8895
D0298,B7359,24,41,-15,F8905
D0298,B2216,50,76,-49,F8868
D0298,B3370,78,96,-17,F8877
D0298,B2665,102,125,-37,F7090
D0298,B5107,159,174,-12,F5968
D0298,B8198,182,190,-1,F5982
D0299,A096,0,0,0,
D0299,B5914,3,30,-54,F7187
D0299,B5805,38,66,-57,F6568
D0299,B4528,148,165,-18,F1616
D0299,B3975,174,188,-9,F1609
D0300,A049,0,0,0,
D0300,B6426,7,36,-59,F4210
D0300,B3757,37,69,-80,F4191
D0301,A032,0,0,0,
D0301,B4353,4,17,-7,F2905
D0301,B2356,41,55,-9,F2888
D0301,B0479,66,85,-24,F8348
D0301,B4122,93,106,-7,F8379
D0301,B8316,114,125,-4,F2929
D0301,B8952,139,150,-3,F2937
D0301,B0644,176,198,-32,F2515
D0301,B7643,202,213,-4,F2653
D0301,B0469,286,304,-20,F4845
D0301,B0766,345,366,-28,F1215
D0301,B1864,384,393,-2,F1228
D0302,A006,0,0,0,
D0302,B1098,7,34,-55,F0218
D0302,B8505,40,59,-23,F0307
D0302,B6141,67,95,-58,F0277
D0302,B8230,209,220,-4,F3639
D0303,A043,0,0,0,
D0303,B4884,2,36,-99,F3899
D0303,B0757,45,67,-32,F3872
D0303,B3148,182,196,-9,F5292
D0304,A123,0,0,0,
D0304,B3799,3,32,-68,F9115
D0304,B4581,35,56,-28,F9127
D0304,B3046,68,89,-27,F9108
D0304,B6715,102,117,-11,F8796
D0304,B5418,160,172,-6,F8964
D0305,A073,0,0,0,
D0305,B6416,3,37,-97,F5907
D0305,B1992,129,151,-32,F4488
D0305,B7429,206,221,-11,F1658
D0306,A003,0,0,0,
D0306,B6955,7,31,-39,F0121
D0306,B7191,36,68,-77,F4083
D0306,B8881,71,91,-24,F4093
D0307,A060,0,0,0,
D0307,B0343,2,14,-5,F4749
D0307,B8485,16,34,-20,F4830
D0307,B3660,36,57,-28,F4780
D0307,B4132,64,74,-3,F4783
D0307,B4063,81,106,-47,F4782
D0307,B0696,108,131,-37,F4751
D0308,A043,0,0,0,
D0308,B4306,6,35,-69,F3893
D0308,B3674,42,71,-61,F2266
D0308,B8046,167,181,-9,F5366
D0309,A029,0,0,0,
D0309,B1373,5,23,-18,F2438
D0309,B0252,28,61,-90,F2430
D0309,B3984,69,86,-16,F4363
D0309,B5982,149,166,-14,F5337
D0310,A059,0,0,0,
D0310,B1022,1,26,-46,F4698
D0310,B8882,30,60,-67,F4744
D0310,B0004,73,91,-18,F7600
D0310,B1235,160,174,-9,F8027
D0311,A053,0,0,0,
D0311,B0250,10,31,-30,F4324
D0311,B6975,35,53,-20,F2488
D0311,B1214,58,77,-21,F2436
D0311,B6504,87,109,-32,F4385
D0311,B9108,119,134,-11,F1018
D0311,B3878,143,156,-8,F0967
D0311,B8183,168,185,-16,F2498
D0311,B2100,189,199,-2,F2257
D0312,A124,0,0,0,
D0312,B2763,7,26,-21,F9191
D0312,B1591,36,59,-39,F0224
D0312,B1276,64,93,-63,F0219
D0312,B0192,176,192,-13,F3486
D0312,B7538,219,230,-3,F3625
D0313,A076,0,0,0,
D0313,B4548,4,29,-42,F6011
D0313,B3333,36,57,-30,F6004
D0313,B7944,64,90,-49,F3325
D0313,B7004,196,214,-19,F5349
D0314,A122,0,0,0,
D0314,B6139,29,57,-57,F8321
D0314,B1996,68,91,-39,F5153
D0314,B8507,121,145,-41,F2420
D0314,B1305,282,292,-3,F3506
D0315,A094,0,0,0,
D0315,B4481,8,39,-74,F6819
D0315,B0678,42,70,-60,F6796
D0315,B1013,233,246,-6,F4853
D0316,A056,0,0,0,
D0316,B0786,14,47,-91,F5140
D0316,B5807,49,75,-49,F5195
D0317,A096,0,0,0,
D0317,B6333,1,24,-37,F7189
D0317,B0503,47,74,-52,F1896
D0317,B6862,88,112,-39,F0874
D0317,B5192,188,204,-12,F1847
D0318,A022,0,0,0,
D0318,B2034,4,27,-37,F1703
D0318,B8304,29,49,-26,F1758
D0318,B4182,53,74,-27,F1719
D0318,B2852,90,112,-31,F7705
D0318,B0235,120,137,-18,F7684
D0319,A078,0,0,0,
D0319,B7582,1,20,-21,F6154
D0319,B7942,23,41,-18,F6157
D0319,B1687,52,67,-12,F1037
D0319,B2429,79,106,-58,F1047
D0319,B7348,125,144,-22,F1096
D0319,B5847,189,203,-9,F8893
D0320,A086,0,0,0,
D0320,B7100,6,28,-34,F6578
D0320,B6699,32,45,-7,F4674
D0320,B6748,47,67,-26,F4676
D0320,B5909,75,96,-31,F6570
D0320,B6146,113,136,-36,F1854
D0320,B9027,192,204,-6,F8830
D0321,A110,0,0,0,
D0321,B6705,1,22,-28,F8257
D0321,B1465,30,60,-71,F8208
D0321,B0689,67,83,-14,F8197
D0321,B8411,91,106,-11,F8270
D0321,B1255,126,142,-15,F7800
D0322,A050,0,0,0,
D0322,B1421,11,36,-46,F2011
D0322,B1657,49,70,-27,F2014
D0322,B7641,76,101,-46,F2115
D0322,B8665,183,202,-20,F8821
D0323,A053,0,0,0,
D0323,B6047,13,35,-31,F4381
D0323,B2717,37,71,-93,F4348
D0323,B5042,84,100,-14,F4373
D0324,A067,0,0,0,
D0324,B6517,15,28,-8,F5473
D0324,B5931,33,53,-24,F5463
D0324,B6704,72,94,-32,F0776
D0324,B3060,102,127,-42,F0731
D0324,B0891,137,155,-21,F5397
D0324,B4322,178,193,-13,F5443
D0325,A074,0,0,0,
D0325,B7314,8,42,-95,F5931
D0325,B8293,71,95,-41,F6783
D0325,B0892,328,339,-4,F6055
D0326,A063,0,0,0,
D0326,B2654,3,32,-63,F5074
D0326,B3018,36,53,-16,F5077
D0326,B9165,55,81,-52,F5120
D0326,B2625,214,228,-9,F8043
D0327,A064,0,0,0,
D0327,B6516,7,37,-71,F0154
D0327,B8551,38,67,-59,F0160
D0327,B2584,276,291,-10,F4880
D0328,A076,0,0,0,
D0328,B1819,4,29,-42,F5997
D0328,B8931,31,54,-33,F6041
D0328,B1998,67,96,-65,F5519
D0329,A026,0,0,0,
D0329,B0306,5,27,-32,F2148
D0329,B1565,30,45,-12,F2161
D0329,B5324,50,69,-21,F2197
D0329,B7898,82,110,-57,F2222
D0329,B7660,132,149,-16,F0498
D0330,A032,0,0,0,
D0330,B1816,12,41,-66,F2885
D0330,B7372,48,67,-22,F2922
D0330,B2347,158,185,-52,F1368
D0331,A057,0,0,0,
D0331,B7186,2,30,-56,F4621
D0331,B7306,32,58,-51,F4622
D0331,B3727,122,143,-31,F6193
D0332,A057,0,0,0,
D0332,B4865,1,29,-58,F4613
D0332,B0173,30,62,-79,F4593
D0332,B6499,211,221,-3,F2828
D0333,A022,0,0,0,
D0333,B4210,2,27,-44,F1720
D0333,B8750,32,53,-29,F4121
D0333,B0621,69,99,-66,F4127
D0334,A064,0,0,0,
D0334,B5252,14,48,-99,F0908
D0334,B0120,125,148,-37,F0204
D0334,B8236,165,176,-4,F8815
D0335,A093,0,0,0,
D0335,B1442,2,37,-99,F6950
D0335,B2276,38,54,-13,F6953
D0335,B0979,96,117,-28,F5143
D0336,A118,0,0,0,
D0336,B6967,38,66,-60,F4013
D0336,B5279,122,140,-20,F6881
D0336,B8105,155,182,-55,F7672
D0336,B1029,284,296,-5,F6057
D0337,A100,0,0,0,
D0337,B5526,5,26,-29,F7554
D0337,B0916,28,56,-59,F7532
D0337,B9023,64,84,-26,F3117
D0337,B8466,93,113,-24,F3110
D0337,B6291,120,129,-2,F3085
D0338,A090,0,0,0,
D0338,B1889,3,28,-44,F6804
D0338,B3185,33,53,-23,F6813
D0338,B7195,62,88,-50,F3690
D0338,B5345,108,127,-22,F3420
D0339,A077,0,0,0,
D0339,B3955,16,26,-3,F6082
D0339,B2342,35,43,-1,F6067
D0339,B0785,97,116,-20,F2518
D0339,B9200,129,149,-23,F2687
D0339,B3784,271,283,-5,F4899
D0339,B2748,299,323,-41,F4883
D0339,B7057,335,359,-43,F4953
D0339,B7893,391,402,-3,F4966
D0340,A031,0,0,0,
D0340,B6624,36,53,-14,F2830
D0340,B2946,69,88,-21,F2753
D0340,B1279,98,111,-7,F2719
D0340,B7557,117,125,-1,F2844
D0340,B1023,134,147,-7,F2714
D0340,B6738,160,173,-7,F2834
D0340,B0198,188,196,-1,F2695
D0340,B7616,217,238,-29,F8181
D0340,B7159,247,264,-16,F5740
D0340,B2757,280,289,-2,F8133
D0340,B9142,334,342,-1,F5382
D0340,B7074,380,389,-2,F2838
D0340,B6313,407,420,-6,F2823
D0340,B3309,437,448,-3,F2759
D0340,B4944,467,481,-9,F2797
D0340,B0848,497,505,-1,F2710
D0340,B2937,512,523,-4,F2752
D0340,B3989,529,542,-7,F2775
D0340,B6278,558,566,-1,F2822
D0340,B0186,576,584,-1,F2694
D0341,A012,0,0,0,
D0341,B0132,9,29,-23,F0675
D0341,B7508,32,51,-20,F0796
D0341,B0411,56,87,-76,F0679
D0341,B4172,96,110,-9,F5308
D0341,B8459,112,125,-7,F5373
D0341,B7968,136,145,-2,F5363
D0341,B5646,157,165,-1,F5329
D0341,B8170,175,184,-2,F0810
D0342,A088,0,0,0,
D0342,B6886,4,33,-62,F6705
D0342,B1067,36,67,-75,F6688
D0343,A103,0,0,0,
D0343,B4047,9,17,-1,F7724
D0343,B6182,24,43,-20,F8251
D0343,B7535,46,64,-20,F7748
D0343,B7920,69,85,-13,F7753
D0343,B7198,92,108,-13,F7746
D0343,B5044,115,134,-22,F1729
D0343,B0600,136,162,-51,F1689
D0344,A109,0,0,0,
D0344,B7244,63,85,-33,F6439
D0344,B1377,95,128,-90,F4415
D0344,B2999,132,148,-15,F0032
D0345,A111,0,0,0,
D0345,B7654,4,36,-78,F8332
D0345,B6078,43,69,-50,F6930
D0345,B3602,257,273,-12,F7419
D0346,A014,0,0,0,
D0346,B5165,5,33,-59,F0868
D0346,B2672,41,69,-59,F1916
D0346,B2056,212,231,-22,F5951
D0347,A087,0,0,0,
D0347,B5780,16,24,-1,F6651
D0347,B8470,35,45,-3,F8990
D0347,B8930,67,82,-11,F3651
D0347,B8825,105,118,-7,F3650
D0347,B8349,152,168,-14,F3641
D0347,B1270,216,247,-75,F1337
D0347,B2246,258,279,-27,F1365
D0348,A063,0,0,0,
D0348,B6367,1,24,-35,F5100
D0348,B4897,31,59,-62,F5090
D0348,B0276,66,90,-43,F4268
D0349,A006,0,0,0,
D0349,B0346,6,36,-68,F0207
D0349,B2966,42,62,-24,F0242
D0349,B8538,67,85,-17,F1887
D0349,B8253,95,115,-26,F0304
D0349,B6730,156,167,-5,F8797
D0350,A092,0,0,0,
D0350,B2777,4,32,-62,F6913
D0350,B8097,39,67,-60,F5225
D0350,B8852,122,139,-16,F9171
D0351,A065,0,0,0,
D0351,B2512,12,41,-68,F5157
D0351,B6011,47,62,-12,F4571
D0351,B0012,66,92,-51,F4543
D0351,B3527,282,296,-9,F7417
D0352,A080,0,0,0,
D0352,B1924,2,33,-73,F6237
D0352,B4580,41,70,-66,F7304
D0353,A075,0,0,0,
D0353,B4653,15,26,-4,F5963
D0353,B8613,69,78,-2,F6137
D0353,B5255,84,95,-3,F6097
D0353,B4600,114,125,-4,F5962
D0353,B0572,136,154,-18,F5944
D0353,B5528,199,210,-4,F5971
D0353,B2069,395,423,-58,F2019
D0353,B8774,550,572,-29,F1547
D0353,B0618,601,614,-8,F1318
D0353,B2898,636,648,-6,F1383
D0353,B4097,665,676,-4,F1420
D0354,A042,0,0,0,
D0354,B6239,13,33,-24,F3846
D0354,B6394,40,62,-31,F3847
D0354,B2862,64,86,-34,F3823
D0354,B6033,88,113,-46,F3845
D0354,B7258,156,167,-3,F7929
D0354,B4394,252,261,-2,F2784
D0355,A068,0,0,0,
D0355,B7455,11,31,-25,F4217
D0355,B6255,38,67,-65,F4207
D0355,B0728,72,96,-38,F4175
D0355,B5066,139,154,-12,F5710
D0356,A047,0,0,0,
D0356,B2408,4,29,-43,F4104
D0356,B2782,35,68,-87,F5594
D0356,B1780,121,135,-10,F4487
D0357,A002,0,0,0,
D0357,B8562,7,33,-50,F0073
D0357,B6932,39,66,-53,F0061
D0357,B0531,69,86,-18,F0014
D0357,B6447,90,105,-11,F4452
D0357,B3428,243,256,-7,F2764
D0357,B7440,282,290,-1,F2842
D0358,A072,0,0,0,
D0358,B9018,2,27,-47,F5891
D0358,B3275,32,62,-70,F6187
D0358,B4243,67,86,-22,F6198
D0359,A012,0,0,0,
D0359,B7050,6,21,-12,F0783
D0359,B7319,31,57,-48,F0787
D0359,B7343,66,93,-54,F0789
D0359,B1044,94,108,-10,F0692
D0359,B0676,112,128,-13,F0683
D0359,B8883,157,167,-3,F5501
D0360,A039,0,0,0,
D0360,B0098,7,33,-52,F3659
D0360,B3331,35,58,-38,F3670
D0360,B7276,64,89,-46,F8509
D0360,B6816,224,235,-4,F2633
D0361,A054,0,0,0,
D0361,B3671,3,27,-41,F4432
D0361,B3115,29,59,-69,F4425
D0361,B5587,230,252,-30,F8651
D0362,A056,0,0,0,
D0362,B6679,14,43,-62,F5208
D0362,B0427,50,81,-77,F5135
D0363,A012,0,0,0,
D0363,B6440,10,33,-34,F0774
D0363,B2341,51,70,-22,F4347
D0363,B8818,99,114,-11,F0824
D0363,B7778,115,126,-3,F0805
D0363,B6370,130,150,-24,F5729
D0363,B6895,153,174,-27,F5736
D0363,B2558,180,193,-7,F5685
D0363,B8347,199,213,-9,F5758
D0363,B1837,322,332,-3,F5266
D0364,A066,0,0,0,
D0364,B8688,9,23,-11,F5377
D0364,B0097,37,59,-30,F0674
D0364,B8579,64,77,-7,F0821
D0364,B7800,82,97,-10,F5745
D0364,B0255,116,129,-7,F5655
D0364,B1872,140,161,-30,F5677
D0364,B8164,163,186,-39,F5752
D0364,B3136,300,312,-6,F2755
D0365,A115,0,0,0,
D0365,B2926,1,17,-14,F8536
D0365,B0958,20,46,-49,F0134
D0365,B1245,54,85,-75,F3752
D0366,A006,0,0,0,
D0366,B1453,6,36,-66,F0222
D0366,B1923,41,58,-17,F0226
D0366,B1014,63,85,-31,F2332
D0366,B8987,107,127,-25,F9173
D0367,A033,0,0,0,
D0367,B9039,8,31,-35,F4591
D0367,B1849,38,67,-63,F4551
D0367,B4726,73,96,-38,F5180
D0367,B1457,299,310,-4,F2533
D0368,A084,0,0,0,
D0368,B4485,2,16,-9,F8841
D0368,B1415,18,51,-91,F6462
D0368,B4297,135,157,-33,F7637
D0368,B3353,179,191,-6,F3175
D0369,A036,0,0,0,
D0369,B7854,4,31,-50,F3323
D0369,B3768,35,65,-70,F3298
D0369,B1229,156,175,-20,F5257
D0370,A111,0,0,0,
D0370,B3219,4,27,-36,F8303
D0370,B7938,30,63,-92,F8336
D0370,B3775,148,162,-11,F0453
D0371,A074,0,0,0,
D0371,B7413,1,28,-53,F5932
D0371,B3328,30,56,-50,F5920
D0371,B4378,59,80,-31,F5923
D0371,B5628,266,279,-6,F7915
D0372,A074,0,0,0,
D0372,B4108,1,35,-98,F5922
D0372,B6478,182,205,-34,F3609
D0372,B8966,223,235,-6,F3653
D0372,B7059,246,256,-2,F3620
D0373,A086,0,0,0,
D0373,B2789,5,31,-46,F6556
D0373,B1339,58,92,-91,F4041
D0374,A028,0,0,0,
D0374,B6879,7,32,-42,F2401
D0374,B6713,40,61,-27,F2399
D0374,B8396,64,81,-14,F2418
D0374,B0136,84,110,-49,F2943
D0374,B3968,232,244,-6,F6635
D0374,B9024,262,271,-2,F6683
D0375,A087,0,0,0,
D0375,B1852,8,19,-4,F6608
D0375,B5690,34,49,-12,F6650
D0375,B4011,149,174,-42,F1418
D0375,B6820,272,297,-42,F4950
D0375,B2203,316,332,-15,F4875
D0375,B6681,377,393,-14,F2632
D0375,B7909,425,437,-6,F2658
D0375,B0951,451,461,-3,F2878
D0375,B5539,474,483,-2,F1263
D0376,A123,0,0,0,
D0376,B4150,6,36,-73,F9119
D0376,B4475,45,75,-67,F9123
D0377,A021,0,0,0,
D0377,B6822,20,38,-18,F1651
D0377,B9032,66,92,-47,F1558
D0377,B9061,103,123,-27,F1559
D0377,B8517,128,142,-8,F1536
D0377,B1471,155,169,-9,F1342
D0377,B4526,183,196,-8,F1429
D0377,B3651,205,222,-16,F1409
D0377,B2626,227,240,-7,F1375
D0378,A018,0,0,0,
D0378,B7492,12,28,-14,F1192
D0378,B5584,34,44,-3,F1174
D0378,B6749,46,58,-5,F1183
D0378,B6083,64,91,-54,F1178
D0378,B1079,95,118,-37,F1126
D0378,B4967,121,140,-24,F1170
D0378,B5079,191,201,-3,F7454
D0379,A051,0,0,0,
D0379,B6465,13,35,-31,F2206
D0379,B2526,50,65,-10,F4252
D0379,B0699,75,89,-10,F4248
D0379,B7164,113,129,-13,F0490
D0379,B6309,134,154,-23,F0484
D0379,B0352,182,203,-29,F0407
D0379,B4540,212,227,-13,F6201
D0379,B2520,241,255,-10,F0434
D0380,A098,0,0,0,
D0380,B4151,6,40,-94,F7300
D0380,B1621,42,66,-39,F0890
D0380,B2072,249,262,-7,F7380
D0381,A093,0,0,0,
D0381,B5474,3,33,-72,F6976
D0381,B5581,37,61,-42,F6978
D0381,B2271,210,231,-26,F1803
D0382,A041,0,0,0,
D0382,B7734,5,39,-97,F3792
D0382,B3880,96,120,-38,F9117
D0382,B7683,157,169,-5,F8983
D0383,A042,0,0,0,
D0383,B3547,6,33,-55,F3830
D0383,B8481,35,58,-36,F7792
D0383,B4309,61,85,-39,F4610
D0383,B2518,228,242,-10,F7880
D0384,A041,0,0,0,
D0384,B7644,2,32,-67,F3789
D0384,B3741,34,59,-46,F3769
D0384,B3517,182,203,-27,F1157
D0385,A071,0,0,0,
D0385,B0759,9,25,-15,F5770
D0385,B4334,29,53,-39,F5787
D0385,B4732,69,91,-34,F7729
D0385,B5761,102,114,-5,F3218
D0385,B6178,121,146,-47,F1738
D0386,A040,0,0,0,
D0386,B8306,6,28,-32,F3739
D0386,B0493,33,62,-61,F5913
D0386,B9137,65,88,-36,F5941
D0386,B7957,216,231,-11,F5495
D0387,A068,0,0,0,
D0387,B3753,3,32,-68,F5535
D0387,B8648,113,142,-61,F9052
D0387,B0328,214,229,-11,F3661
D0388,A083,0,0,0,
D0388,B8786,7,32,-43,F6452
D0388,B3642,34,63,-68,F3891
D0388,B5789,91,111,-23,F4149
D0388,B8860,210,222,-6,F5500
D0389,A050,0,0,0,
D0389,B6728,8,27,-23,F4239
D0389,B4670,44,77,-90,F2065
D0389,B0999,95,115,-25,F2331
D0390,A042,0,0,0,
D0390,B3376,7,32,-45,F3828
D0390,B8428,34,62,-60,F3859
D0390,B2259,65,86,-29,F7215
D0390,B6840,103,115,-6,F7255
D0391,A067,0,0,0,
D0391,B1116,9,27,-19,F5401
D0391,B4204,34,47,-7,F5438
D0391,B9082,57,67,-2,F5507
D0391,B8975,84,100,-13,F5504
D0391,B7777,112,129,-17,F5491
D0391,B3398,142,160,-19,F5429
D0391,B7078,169,187,-18,F5481
D0391,B4319,189,208,-24,F5442
D0391,B0936,221,238,-16,F5248
D0391,B4121,247,258,-4,F5306
D0392,A069,0,0,0,
D0392,B7095,9,34,-45,F5638
D0392,B4333,36,62,-49,F5605
D0392,B5504,67,92,-46,F7589
D0393,A011,0,0,0,
D0393,B2257,2,24,-32,F0655
D0393,B2441,39,72,-83,F6735
D0393,B3783,115,134,-21,F2179
D0393,B8035,249,259,-3,F7939
D0394,A039,0,0,0,
D0394,B7302,18,46,-57,F3449
D0394,B4372,68,97,-67,F3404
D0394,B3449,142,158,-12,F1398
D0394,B2734,205,216,-4,F1379
D0395,A080,0,0,0,
D0395,B3530,5,31,-50,F6244
D0395,B6414,35,68,-86,F7314
D0395,B7560,71,80,-2,F7317
D0396,A002,0,0,0,
D0396,B3468,4,28,-39,F0035
D0396,B1392,32,60,-61,F3878
D0396,B7600,65,88,-33,F0064
D0396,B2253,162,174,-6,F8127
D0396,B6717,190,198,-1,F8174
D0397,A088,0,0,0,
D0397,B7133,3,31,-56,F6706
D0397,B6312,32,59,-54,F6704
D0397,B0184,274,295,-29,F7336
D0398,A095,0,0,0,
D0398,B0774,3,31,-60,F7065
D0398,B6245,33,62,-63,F7136
D0398,B0752,71,86,-12,F7064
D0398,B3143,93,104,-3,F5955
D0398,B8055,174,183,-2,F6133
D0399,A065,0,0,0,
D0399,B7932,3,29,-49,F5224
D0399,B3415,31,63,-80,F5166
D0399,B1702,227,242,-11,F3516
D0400,A033,0,0,0,
D0400,B0632,4,36,-81,F2949
D0400,B8570,40,68,-57,F3019
D0401,A113,0,0,0,
D0401,B7668,14,30,-14,F8446
D0401,B2106,38,66,-62,F8426
D0401,B2830,163,171,-1,F6869
D0401,B1682,173,201,-58,F3663
D0401,B4772,288,300,-5,F7118
D0402,A045,0,0,0,
D0402,B2797,4,35,-71,F3991
D0402,B8925,39,68,-62,F4025
D0402,B1251,72,84,-6,F3983
D0403,A013,0,0,0,
D0403,B1663,13,45,-83,F5584
D0403,B7180,47,74,-51,F6527
